YAHOO TICKER,COMPANY NAME,INDUSTRY,COUNTRY TRADED,EXCHANGE
CSUN,China Sunergy Co. Ltd.,Semiconductor - Integrated Circuits,United States of America,
CSUN,China Sunergy Co. Ltd.,Semiconductor - Integrated Circuits,United States of America,
DIOD,Diodes Incorporated,Semiconductor - Integrated Circuits,United States of America,
DSPG,DSP Group Inc.,Semiconductor - Integrated Circuits,United States of America,
ESIO,Electro Scientific Industries,Semiconductor - Integrated Circuits,United States of America,
EMKR,EMCORE Corporation,Semiconductor - Integrated Circuits,United States of America,
EXAR,Exar Corp.,Semiconductor - Integrated Circuits,United States of America,
EZCH,EZchip Semiconductor Ltd.,Semiconductor - Integrated Circuits,United States of America,
FCS,Fairchild Semiconductor Intern,Semiconductor - Integrated Circuits,United States of America,
IRF,International Rectifier Corpor,Semiconductor - Integrated Circuits,United States of America,
INTT,inTEST Corp.,Semiconductor - Integrated Circuits,United States of America,
INVN,"InvenSense, Inc.",Semiconductor - Integrated Circuits,United States of America,
MRVL,Marvell Technology Group Ltd.,Semiconductor - Integrated Circuits,United States of America,
MTLK,"Metalink, Ltd.",Semiconductor - Integrated Circuits,United States of America,
MCRL,Micrel Inc.,Semiconductor - Integrated Circuits,United States of America,
MMTIF,Micromem Technologies Inc.,Semiconductor - Integrated Circuits,United States of America,
MPAD,Micropac Industries Inc.,Semiconductor - Integrated Circuits,United States of America,
MSCC,Microsemi Corporation,Semiconductor - Integrated Circuits,United States of America,
MOSY,"MoSys, Inc.",Semiconductor - Integrated Circuits,United States of America,
MRVC,"MRV Communications, Inc.",Semiconductor - Integrated Circuits,United States of America,
OVTI,"OmniVision Technologies, Inc.",Semiconductor - Integrated Circuits,United States of America,
PRKR,Parkervision Inc.,Semiconductor - Integrated Circuits,United States of America,
PSMI,Peregrine Semiconductor Corpor,Semiconductor - Integrated Circuits,United States of America,
PSEM,Pericom Semiconductor Corp.,Semiconductor - Integrated Circuits,United States of America,
PXLW,"Pixelworks, Inc.",Semiconductor - Integrated Circuits,United States of America,
PMCS,PMC-Sierra Inc.,Semiconductor - Integrated Circuits,United States of America,
POWI,Power Integrations Inc.,Semiconductor - Integrated Circuits,United States of America,
QLGC,QLogic Corp.,Semiconductor - Integrated Circuits,United States of America,
QUIK,QuickLogic Corporation,Semiconductor - Integrated Circuits,United States of America,
RESN,Resonant Inc.,Semiconductor - Integrated Circuits,United States of America,
SATCQ,Satcon Technology Corporation,Semiconductor - Integrated Circuits,United States of America,
SATCQ,Satcon Technology Corporation,Semiconductor - Integrated Circuits,United States of America,
SCIA,"SCI Engineered Materials, Inc.",Semiconductor - Integrated Circuits,United States of America,
SMI,Semiconductor Manufacturing In,Semiconductor - Integrated Circuits,United States of America,
SMTC,Semtech Corporation,Semiconductor - Integrated Circuits,United States of America,
SQNS,Sequans Communications S.A.,Semiconductor - Integrated Circuits,United States of America,
SEV,"Sevcon, Inc.",Semiconductor - Integrated Circuits,United States of America,
SLAB,Silicon Laboratories Inc.,Semiconductor - Integrated Circuits,United States of America,
SWKS,Skyworks Solutions Inc.,Semiconductor - Integrated Circuits,United States of America,
STRB,Strasbaugh,Semiconductor - Integrated Circuits,United States of America,
SUNE,"SunEdison, Inc.",Semiconductor - Integrated Circuits,United States of America,
SCON,Superconductor Technologies In,Semiconductor - Integrated Circuits,United States of America,
TSM,Taiwan Semiconductor Manufactu,Semiconductor - Integrated Circuits,United States of America,
TSEM,Tower Semiconductor Ltd.,Semiconductor - Integrated Circuits,United States of America,
TXCCQ,TranSwitch Corp.,Semiconductor - Integrated Circuits,United States of America,
VTSS,Vitesse Semiconductor Corp.,Semiconductor - Integrated Circuits,United States of America,
XLNX,Xilinx Inc.,Semiconductor - Integrated Circuits,United States of America,
ACTS,"Actions Semiconductor Co., Ltd",Semiconductor - Specialized,United States of America,
AFOP,Alliance Fiber Optic Products,Semiconductor - Specialized,United States of America,
AOSL,"Alpha & Omega Semiconductor, L",Semiconductor - Specialized,United States of America,
ALTR,Altera Corp.,Semiconductor - Specialized,United States of America,
AKDS,"Arkados Group, Inc.",Semiconductor - Specialized,United States of America,
ASTI,"Ascent Solar Technologies, Inc",Semiconductor - Specialized,United States of America,
CSIQ,Canadian Solar Inc.,Semiconductor - Specialized,United States of America,
CBDE,CBD Energy Limited,Semiconductor - Specialized,United States of America,
CEVA,CEVA Inc.,Semiconductor - Specialized,United States of America,
CRUS,Cirrus Logic Inc.,Semiconductor - Specialized,United States of America,
DSTI,DayStar Technologies Inc.,Semiconductor - Specialized,United States of America,
DION,Dionics Inc.,Semiconductor - Specialized,United States of America,
EVSI,"Envision Solar International,",Semiconductor - Specialized,United States of America,
FSLR,"First Solar, Inc.",Semiconductor - Specialized,United States of America,
GTATQ,GT Advanced Technologies Inc.,Semiconductor - Specialized,United States of America,
HSOL,"Hanwha SolarOne Co., Ltd",Semiconductor - Specialized,United States of America,
HIMX,"Himax Technologies, Inc.",Semiconductor - Specialized,United States of America,
HORI,Horizon Energy Corp.,Semiconductor - Specialized,United States of America,
IXYS,IXYS Corp.,Semiconductor - Specialized,United States of America,
JASO,"JA Solar Holdings Co., Ltd.",Semiconductor - Specialized,United States of America,
JKS,"JinkoSolar Holding Co., Ltd.",Semiconductor - Specialized,United States of America,
LSCC,Lattice Semiconductor Corporat,Semiconductor - Specialized,United States of America,
LLTC,Linear Technology Corporation,Semiconductor - Specialized,United States of America,
LOGC,LOGIC Devices Incorporated,Semiconductor - Specialized,United States of America,
MX,MagnaChip Semiconductor Corpor,Semiconductor - Specialized,United States of America,
MCHP,Microchip Technology Inc.,Semiconductor - Specialized,United States of America,
MPWR,Monolithic Power Systems Inc.,Semiconductor - Specialized,United States of America,
NVEC,NVE Corp.,Semiconductor - Specialized,United States of America,
NVDA,NVIDIA Corporation,Semiconductor - Specialized,United States of America,
OPTI,Opti Inc.,Semiconductor - Specialized,United States of America,
SOL,ReneSola Ltd.,Semiconductor - Specialized,United States of America,
EBODF,Renewable Energy Trade Board C,Semiconductor - Specialized,United States of America,
EBODF,Renewable Energy Trade Board C,Semiconductor - Specialized,United States of America,
SIGM,"Sigma Designs, Inc.",Semiconductor - Specialized,United States of America,
SNRY,"Solar Energy Initiatives, Inc.",Semiconductor - Specialized,United States of America,
SLTD,"Solar3D, Inc.",Semiconductor - Specialized,United States of America,
SCTY,SolarCity Corporation,Semiconductor - Specialized,United States of America,
SPWR,SunPower Corporation,Semiconductor - Specialized,United States of America,
SPWR,SunPower Corporation,Semiconductor - Specialized,United States of America,
SVLT,"Sunvault Energy, Inc.",Semiconductor - Specialized,United States of America,
TSL,Trina Solar Limited,Semiconductor - Specialized,United States of America,
UCTT,Ultra Clean Holdings Inc.,Semiconductor - Specialized,United States of America,
VIMC,Vimicro International Corp.,Semiconductor - Specialized,United States of America,
VSLR,"Vivint Solar, Inc.",Semiconductor - Specialized,United States of America,
WSTI,"WindStream Technologies, Inc.",Semiconductor - Specialized,United States of America,
YGE,Yingli Green Energy Holding Co,Semiconductor - Specialized,United States of America,
S7Q.DE,Advanced Semiconductor,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
ASX,Advanced Semiconductor Enginee,Semiconductor Equipment & Materials,United States of America,
3355.HK,Advanced Semiconductor Mg,Semiconductor Equipment & Materials,Hong Kong,Hong Kong Stock Exchange
VAN.DE,Advantest Corp,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
ATE,Advantest Corporation,Semiconductor Equipment & Materials,United States of America,
AEHR,Aehr Test Systems,Semiconductor Equipment & Materials,United States of America,
A10.SI,AEM Holdings Ltd,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
AIXA.DE,Aixtron AG,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
AIXB.DE,Aixtron SE,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
ALNT.L,Alent PLC,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
AMBA,"Ambarella, Inc.",Semiconductor Equipment & Materials,United States of America,
AS3.DE,Amtech Systems Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
ASYS,Amtech Systems Inc.,Semiconductor Equipment & Materials,United States of America,
AP2.DE,Applied Materials Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
AMAT,"Applied Materials, Inc.",Semiconductor Equipment & Materials,United States of America,
AVS.DE,ASM International NV,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
AVSN.DE,ASM International NV,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
AY7A.DE,ASM Pacific Technology Ltd,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
0522.HK,ASM Pacific Technology Ltd.,Semiconductor Equipment & Materials,Hong Kong,Hong Kong Stock Exchange
ASMB.DE,ASML Holding NV,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
ASMC.DE,ASML Holding NV,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
575.SI,Asti Holdings Ltd,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
ATRM,"ATRM Holdings, Inc.",Semiconductor Equipment & Materials,United States of America,
XXA.DE,Axcelis Technologies Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
ACLS,Axcelis Technologies Inc.,Semiconductor Equipment & Materials,United States of America,
AHV.DE,AXT Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
BSIB.DE,BE Semiconductor Industries NV,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
BLG.AX,Bluglass Ltd,Semiconductor Equipment & Materials,Australia,Australian Stock Exchange
BA3.DE,Brooks Automation Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
BRKS,"Brooks Automation, Inc.",Semiconductor Equipment & Materials,United States of America,
BTUI,BTU International Inc.,Semiconductor Equipment & Materials,United States of America,
CMZ.DE,Camtek Ltd,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
CAMT,Camtek Ltd.,Semiconductor Equipment & Materials,United States of America,
CSCD,Cascade Microtech Inc.,Semiconductor Equipment & Materials,United States of America,
D38.SI,CDW Holding Ltd,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
0527.HK,China Ruifeng Galaxy,Semiconductor Equipment & Materials,Hong Kong,Hong Kong Stock Exchange
IMOS,ChipMOS TECHNOLOGIES (Bermuda),Semiconductor Equipment & Materials,United States of America,
IMOS,ChipMOS TECHNOLOGIES (Bermuda),Semiconductor Equipment & Materials,United States of America,
CNCN,CinTel Corp.,Semiconductor Equipment & Materials,United States of America,
CML.L,CML Microsystems PLC,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
CU3.DE,Cohu Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
COHU,"Cohu, Inc.",Semiconductor Equipment & Materials,United States of America,
CREE,"Cree, Inc.",Semiconductor Equipment & Materials,United States of America,
CSR.L,CSR PLC,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
GQY.DE,CSR PLC,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
DQ,Daqo New Energy Corp.,Semiconductor Equipment & Materials,United States of America,
EKI.PA,Ekinops SA,Semiconductor Equipment & Materials,France,Paris Stock Exchange
E13.SI,Ellipsiz Ltd,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
ELG.DE,ELMOS Semiconductor AG,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
EMGA.DE,eMagin Corp,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
EMAN,eMagin Corp.,Semiconductor Equipment & Materials,United States of America,
EMGEECA.BO,Emgee Cables & Communicat,Semiconductor Equipment & Materials,India,Bombay Stock Exchange
ENPH,"Enphase Energy, Inc.",Semiconductor Equipment & Materials,United States of America,
ENQ.DE,Entegris Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
ENTG,"Entegris, Inc.",Semiconductor Equipment & Materials,United States of America,
MLFAC.PA,Facilasol Group,Semiconductor Equipment & Materials,France,Paris Stock Exchange
SIS.DE,First Sensor AG,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
GIG,"GigOptix, Inc.",Semiconductor Equipment & Materials,United States of America,
G31.SI,Global Testing Corp Ltd,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
TTDA.DE,Heng Xin China Holdings Ltd,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
8046.HK,Heng Xin China Holdings Ltd.,Semiconductor Equipment & Materials,Hong Kong,Hong Kong Stock Exchange
IGZ.DE,Imagination Technologies,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
IMG.L,Imagination Technologies,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
IMI,"Intermolecular, Inc.",Semiconductor Equipment & Materials,United States of America,
IPGP,IPG Photonics Corporation,Semiconductor Equipment & Materials,United States of America,
IQE.L,IQE PLC,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
KLA.DE,KLA-Tencor Corp,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
KLAC,KLA-Tencor Corporation,Semiconductor Equipment & Materials,United States of America,
KU1.DE,Kulicke & Soffa Industries Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
KLIC,"Kulicke and Soffa Industries,",Semiconductor Equipment & Materials,United States of America,
LAR.DE,Lam Research Corp,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
LRCX,Lam Research Corporation,Semiconductor Equipment & Materials,United States of America,
LGD.AX,Legend Corp Ltd,Semiconductor Equipment & Materials,Australia,Australian Stock Exchange
LHB.AX,LionHub Group Ltd,Semiconductor Equipment & Materials,Australia,Australian Stock Exchange
M11.SI,Manufacturing Integration,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
M5Z.DE,Manz Automation AG,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
MT1.DE,Mattson Technology,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
MTSN,Mattson Technology Inc.,Semiconductor Equipment & Materials,United States of America,
JMX.DE,MaxLinear Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
MXL,"MaxLinear, Inc.",Semiconductor Equipment & Materials,United States of America,
MELE.BR,Melexis,Semiconductor Equipment & Materials,United States of America,
MEX.DE,Melexis,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
WFR.MX,MEMC Electronic Materials Inc,Semiconductor Equipment & Materials,Mexico,Mexico Stock Exchange
MEMS.PA,Memscap,Semiconductor Equipment & Materials,France,Paris Stock Exchange
MSBA.DE,Memscap,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
5DD.SI,Micro-Mechanics holdings,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
MJ3.DE,"Micronics Japan Co., Ltd.",Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
GXG.DE,Nanoco Group PLC,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
NANO.L,Nanoco Group PLC,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
NNM.DE,Nanometrics Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
NANO,Nanometrics Incorporated,Semiconductor Equipment & Materials,United States of America,
NMR.DE,Nova Measuring Instruments Ltd,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
NVMI,Nova Measuring Instruments Ltd,Semiconductor Equipment & Materials,United States of America,
OCLR,"Oclaro, Inc.",Semiconductor Equipment & Materials,United States of America,
OKC.DE,Okmetic Oyj,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
OXIG.L,Oxford Instruments PLC,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
PKE.DE,Park Electrochemical Corp,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
PKE,Park Electrochemical Corp.,Semiconductor Equipment & Materials,United States of America,
PQ2.DE,Photronics Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
PLAB,Photronics Inc.,Semiconductor Equipment & Materials,United States of America,
PUR.L,Pure Wafer PLC,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
R3Q.DE,REC Silicon ASA,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
RI7.DE,Riber,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
RIB.PA,Riber,Semiconductor Equipment & Materials,France,Paris Stock Exchange
39Y.DE,Rubicon Technology Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
RBCN,"Rubicon Technology, Inc.",Semiconductor Equipment & Materials,United States of America,
SOH.DE,Soitec,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
SOI.PA,Soitec,Semiconductor Equipment & Materials,France,Paris Stock Exchange
SOPW,"Solar Power, Inc.",Semiconductor Equipment & Materials,United States of America,
SOPW,"Solar Power, Inc.",Semiconductor Equipment & Materials,United States of America,
SODI,"Solitron Devices, Inc.",Semiconductor Equipment & Materials,United States of America,
SEV.V,Spectra7 Microsystems Inc,Semiconductor Equipment & Materials,Canada,TSX Venture Exchange
S24.SI,STATS ChipPAC Ltd,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
SB8A.DE,STATS ChipPAC Ltd,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
SMH.DE,Suess MicroTec AG,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
SMHN.DE,Suess MicroTec AG,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
S3X.DE,Sumco Corp,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
WFR.DE,SunEdison Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
2336.HK,Sunlink International,Semiconductor Equipment & Materials,Hong Kong,Hong Kong Stock Exchange
ST7A.DE,Superconductor,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
SYP.DE,Synopsys Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
SNPS,Synopsys Inc.,Semiconductor Equipment & Materials,United States of America,
TEY.DE,Teradyne Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
TER,Teradyne Inc.,Semiconductor Equipment & Materials,United States of America,
TEB.DE,Tessera Technologies Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
TSRA,Tessera Technologies Inc.,Semiconductor Equipment & Materials,United States of America,
TKY.DE,Tokyo Electron Ltd,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
TMZ.L,Toumaz Ltd,Semiconductor Equipment & Materials,United Kingdom,London Stock Exchange
TRT,Trio-Tech International,Semiconductor Equipment & Materials,United States of America,
UCE.DE,Ultra Clean Holdings Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
US1.DE,Ultratech Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
UTEK,"Ultratech, Inc.",Semiconductor Equipment & Materials,United States of America,
558.SI,UMS Holdings Ltd,Semiconductor Equipment & Materials,Singapore,Singapore Stock Exchange
UMC,United Microelectronics Corpor,Semiconductor Equipment & Materials,United States of America,
VEO.DE,Veeco Instruments Inc,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
VECO,Veeco Instruments Inc.,Semiconductor Equipment & Materials,United States of America,
VXS.TO,ViXS Systems Inc,Semiconductor Equipment & Materials,Canada,Toronto Stock Exchange
WOL1.DE,Wolfson Microelectronics PLC,Semiconductor Equipment & Materials,Germany,XETRA Stock Exchange
XCRA,Xcerra Corporation,Semiconductor Equipment & Materials,United States of America,
ASK.PA,Ask SA,Semiconductor- Memory Chips,France,Paris Stock Exchange
ISSI,Integrated Silicon Solution In,Semiconductor- Memory Chips,United States of America,
MTE.DE,Micron Technology Inc,Semiconductor- Memory Chips,Germany,XETRA Stock Exchange
MU.MX,Micron Technology Inc,Semiconductor- Memory Chips,Mexico,Mexico Stock Exchange
MU,"Micron Technology, Inc.",Semiconductor- Memory Chips,United States of America,
XAB.DE,Netlist Inc,Semiconductor- Memory Chips,Germany,XETRA Stock Exchange
NLST,Netlist Inc.,Semiconductor- Memory Chips,United States of America,
RMB.DE,Rambus Inc,Semiconductor- Memory Chips,Germany,XETRA Stock Exchange
RMBS,Rambus Inc.,Semiconductor- Memory Chips,United States of America,
LEDS,SemiLEDs Corporation,Semiconductor- Memory Chips,United States of America,
S56.DE,Spansion Inc,Semiconductor- Memory Chips,Germany,XETRA Stock Exchange
CODE,Spansion Inc.,Semiconductor- Memory Chips,United States of America,
SEMI,SunEdison Semiconductor Limite,Semiconductor- Memory Chips,United States of America,
0800.HK,A8 Digital Music,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
ABMKNO.BO,ABM Knowledgeware Ltd,Technical & System Software,India,Bombay Stock Exchange
ABT.TO,Absolute Software Corp,Technical & System Software,Canada,Toronto Stock Exchange
OU1.DE,Absolute Software Corp,Technical & System Software,Germany,XETRA Stock Exchange
LOQ.L,accesso Technology Group PLC,Technical & System Software,United Kingdom,London Stock Exchange
ACM.L,Accumuli PLC,Technical & System Software,United Kingdom,London Stock Exchange
ACESOFT.BO,Ace Software Exports Ltd,Technical & System Software,India,Bombay Stock Exchange
ACIW,"ACI Worldwide, Inc.",Technical & System Software,United States of America,
AZW.DE,Actuate Corp,Technical & System Software,Germany,XETRA Stock Exchange
ADA.AX,Adacel Technologies Ltd,Technical & System Software,Australia,Australian Stock Exchange
ADB.DE,Adobe Systems Inc,Technical & System Software,Germany,XETRA Stock Exchange
ASW.L,Adv Computer Software Gr,Technical & System Software,United Kingdom,London Stock Exchange
AXQ.DE,Advent Software Inc,Technical & System Software,Germany,XETRA Stock Exchange
AER.AX,Aeeris Ltd,Technical & System Software,Australia,Australian Stock Exchange
PS3.DE,Agilysys Inc,Technical & System Software,Germany,XETRA Stock Exchange
3AH.DE,AGTech Holdings Ltd,Technical & System Software,Germany,XETRA Stock Exchange
8279.HK,AGTech Holdings Ltd.,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
IQ.V,Airiq Inc,Technical & System Software,Canada,TSX Venture Exchange
AK3.DE,Akamai Technologies Inc,Technical & System Software,Germany,XETRA Stock Exchange
ALL.L,Allocate Software PLC,Technical & System Software,United Kingdom,London Stock Exchange
ALLA.L,Allocate Software PLC,Technical & System Software,United Kingdom,London Stock Exchange
AL21.DE,Allscripts Healthcare,Technical & System Software,Germany,XETRA Stock Exchange
ALT.L,Altitude Group PLC,Technical & System Software,United Kingdom,London Stock Exchange
ALU.AX,Altium Ltd,Technical & System Software,Australia,Australian Stock Exchange
ADWA.DE,American Software Inc,Technical & System Software,Germany,XETRA Stock Exchange
AIE.L,Anite PLC,Technical & System Software,United Kingdom,London Stock Exchange
AKX.DE,Ansys Inc,Technical & System Software,Germany,XETRA Stock Exchange
A3X.DE,Aplix IP Holdings Corporation,Technical & System Software,Germany,XETRA Stock Exchange
ARCHSOFT.BO,Archana Software Ltd,Technical & System Software,India,Bombay Stock Exchange
NLG.L,Arria NLG PLC,Technical & System Software,United Kingdom,London Stock Exchange
ARTA.L,Artilium PLC,Technical & System Software,United Kingdom,London Stock Exchange
AST.DE,Aspen Technology Inc,Technical & System Software,Germany,XETRA Stock Exchange
ALAST.PA,Astellia SA,Technical & System Software,France,Paris Stock Exchange
AOF.DE,ATOSS Software AG,Technical & System Software,Germany,XETRA Stock Exchange
ATQT.L,ATTRAQT Group PLC,Technical & System Software,United Kingdom,London Stock Exchange
ATTU,"Attunity, Ltd.",Technical & System Software,United States of America,
AUD.DE,Autodesk Inc,Technical & System Software,Germany,XETRA Stock Exchange
ADSK,"Autodesk, Inc.",Technical & System Software,United States of America,
AVANCE.BO,Avance Technologies Ltd,Technical & System Software,India,Bombay Stock Exchange
AVQ.PA,Avanquest Software,Technical & System Software,France,Paris Stock Exchange
BV5.DE,Avanquest Software,Technical & System Software,Germany,XETRA Stock Exchange
AWR.DE,Aware Inc,Technical & System Software,Germany,XETRA Stock Exchange
AXW.PA,Axway Software,Technical & System Software,France,Paris Stock Exchange
B2BSOFT.BO,B2B Software Technologies Ltd,Technical & System Software,India,Bombay Stock Exchange
BWV.DE,Basware Oyj,Technical & System Software,Germany,XETRA Stock Exchange
BAZA11.SA,Bematech SA,Technical & System Software,Brazil,BOVESPA - Sao Paolo Stock Exchange
BSS.DE,BETA Systems Software AG,Technical & System Software,Germany,XETRA Stock Exchange
BLSINFOTE.BO,BLS Infotech Ltd,Technical & System Software,India,Bombay Stock Exchange
BOT.DE,Bottomline Technologies Inc,Technical & System Software,Germany,XETRA Stock Exchange
BL4.DE,Bridgeline Digital Inc,Technical & System Software,Germany,XETRA Stock Exchange
BSQ1.DE,BroadSoft Inc,Technical & System Software,Germany,XETRA Stock Exchange
BDN1.DE,BroadVision Inc,Technical & System Software,Germany,XETRA Stock Exchange
BLZ.L,BSD Crown Ltd,Technical & System Software,United Kingdom,London Stock Exchange
CAD.MI,Cad It,Technical & System Software,Italy,Milan Stock Exchange
CDS.DE,Cadence Design Systems Inc,Technical & System Software,Germany,XETRA Stock Exchange
CALIFSOF.BO,California Software Co Ltd,Technical & System Software,India,Bombay Stock Exchange
CALSOFT.NS,California Software Co Ltd,Technical & System Software,India,National Stock Exchange of India
CSQ.DE,Callidus Software Inc,Technical & System Software,Germany,XETRA Stock Exchange
BADALEX.BO,Capricorn Systems Global,Technical & System Software,India,Bombay Stock Exchange
EKG.V,CardioComm Solutions Inc,Technical & System Software,Canada,TSX Venture Exchange
CAS.PA,Cast,Technical & System Software,France,Paris Stock Exchange
SGS.V,Cava Resources Inc,Technical & System Software,Canada,TSX Venture Exchange
CGD.PA,Cegid Group,Technical & System Software,France,Paris Stock Exchange
EG9.DE,Cegid Group,Technical & System Software,Germany,XETRA Stock Exchange
CTZ.V,Cencotech Inc,Technical & System Software,Canada,TSX Venture Exchange
CGVAK.BO,CG-Vak Software & Exports Ltd,Technical & System Software,India,Bombay Stock Exchange
CPW.DE,Check Point Software,Technical & System Software,Germany,XETRA Stock Exchange
8129.HK,China Bio Cassava Holding,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
49C1.DE,China Digital TV Holding,Technical & System Software,Germany,XETRA Stock Exchange
8055.HK,China E-Learning Group Ltd.,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
8178.HK,China Info Techn,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
8270.HK,China Leason CBM & Shale,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
YB2.DE,China Vanguard Group Ltd,Technical & System Software,Germany,XETRA Stock Exchange
8156.HK,China Vanguard Group Ltd.,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
C16.SI,Chinasing Investment,Technical & System Software,Singapore,Singapore Stock Exchange
CIMT,Cimatron Ltd.,Technical & System Software,United States of America,
CXG-A.V,Clemex Technologies Inc,Technical & System Software,Canada,TSX Venture Exchange
CQO.DE,ClickSoftware Technologies Ltd,Technical & System Software,Germany,XETRA Stock Exchange
ATUK.L,CloudBuy PLC,Technical & System Software,United Kingdom,London Stock Exchange
COH.PA,Coheris,Technical & System Software,France,Paris Stock Exchange
OHE.DE,Coheris,Technical & System Software,Germany,XETRA Stock Exchange
D6I.DE,CommVault Systems Inc,Technical & System Software,Germany,XETRA Stock Exchange
COM.AX,Comops Ltd,Technical & System Software,Australia,Australian Stock Exchange
CKP.DE,Comptel Oyj,Technical & System Software,Germany,XETRA Stock Exchange
8081.HK,Computech Holdings Ltd.,Technical & System Software,Hong Kong,Hong Kong Stock Exchange
5TJ.DE,Computer Modelling Group Ltd,Technical & System Software,Germany,XETRA Stock Exchange
CMG.TO,Computer Modelling Group Ltd,Technical & System Software,Canada,Toronto Stock Exchange
CSU.TO,Constellation Software Inc,Technical & System Software,Canada,Toronto Stock Exchange
COWI,"CoroWare, Inc.",Technical & System Software,United States of America,
COWI,"CoroWare, Inc.",Technical & System Software,United States of America,
