,description,displaySymbol,symbol,source,Exch_name
22497,"HILTON WORLD.HDGS DL -,01",HI91.F,HI91.F,F,DEUTSCHE BOERSE AG
22498,HITACHI LTD ADR/10,HIAA.F,HIAA.F,F,DEUTSCHE BOERSE AG
22499,"HOLLYFRONTIER CORP.DL-,01",HL8.F,HL8.F,F,DEUTSCHE BOERSE AG
22500,"HOLOGIC INC. DL-,01",HO1.F,HO1.F,F,DEUTSCHE BOERSE AG
22501,"HOME DEPOT INC. DL-,05",HDI.F,HDI.F,F,DEUTSCHE BOERSE AG
22502,"HOMOLOGY MED. DL-,0001",35H.F,35H.F,F,DEUTSCHE BOERSE AG
22503,HON HAI PR.IND.SP.GDR S/1,HHP2.F,HHP2.F,F,DEUTSCHE BOERSE AG
22504,HONDA MOTOR ADR/1O.N.,HDMA.F,HDMA.F,F,DEUTSCHE BOERSE AG
22505,HONEYWELL INTL DL1,ALD.F,ALD.F,F,DEUTSCHE BOERSE AG
22506,HK TELEVIS.NETW.ADR HD-10,XHNA.F,XHNA.F,F,DEUTSCHE BOERSE AG
22507,"HOPE BANCORP INC. DL-,001",NRB.F,NRB.F,F,DEUTSCHE BOERSE AG
22508,"HORACE MANN EDUC. DL-,001",HM9.F,HM9.F,F,DEUTSCHE BOERSE AG
22509,HORIZON BANCORP INC.,4WC.F,4WC.F,F,DEUTSCHE BOERSE AG
22510,"HORMEL FOODS DL-,01465",HO7.F,HO7.F,F,DEUTSCHE BOERSE AG
22511,"HORIZON GLOBAL DL-,01",2H6.F,2H6.F,F,DEUTSCHE BOERSE AG
22512,HORNBECK OFFSH.SVCS DL-01,HJ2.F,HJ2.F,F,DEUTSCHE BOERSE AG
22513,"HOST HOTELS+RESOR.DL 0,01",HMT.F,HMT.F,F,DEUTSCHE BOERSE AG
22514,"HOSTESS BRANDS A DL-,0001",H1B.F,H1B.F,F,DEUTSCHE BOERSE AG
22515,HOUGH.MIFFIN HARCOU.DL-01,HM0.F,HM0.F,F,DEUTSCHE BOERSE AG
22516,"HOULIHAN LOKEY A DL-,001",2HL.F,2HL.F,F,DEUTSCHE BOERSE AG
22517,"HOUSTON AMERN ENE.DL-,001",8H6.F,8H6.F,F,DEUTSCHE BOERSE AG
22518,"HOUSTON WIRE+CAB. DL-,001",H6J.F,H6J.F,F,DEUTSCHE BOERSE AG
22519,"HOVNANIAN ENTER. A DL-,01",HO3A.F,HO3A.F,F,DEUTSCHE BOERSE AG
22520,"HOWARD HUGHES CORP.DL-,01",HHE.F,HHE.F,F,DEUTSCHE BOERSE AG
22521,"HOWMET AEROSPACE DL-,01",48Z.F,48Z.F,F,DEUTSCHE BOERSE AG
22522,HUANENG PWR H YC 1 ADR/40,HUP.F,HUP.F,F,DEUTSCHE BOERSE AG
22523,HUATEI SECS.CO GDR S/10,206G.F,206G.F,F,DEUTSCHE BOERSE AG
22524,"HUB GROUP INC. A DL-,01",HBG.F,HBG.F,F,DEUTSCHE BOERSE AG
22525,HUAZHU GROUP SP.ADR/1,CL4A.F,CL4A.F,F,DEUTSCHE BOERSE AG
22526,"HUBBELL INC. DL-,01",HUEC.F,HUEC.F,F,DEUTSCHE BOERSE AG
22527,"HUBSPOT INC. DL-,001",096.F,096.F,F,DEUTSCHE BOERSE AG
22528,"HUDSON GLOBAL INC.DL-,001",HDH1.F,HDH1.F,F,DEUTSCHE BOERSE AG
22529,"HUDSON PACIFIC PPT.DL-,01",HP9.F,HP9.F,F,DEUTSCHE BOERSE AG
22530,"HUDSON TECHS INC. DL-,01",HT4.F,HT4.F,F,DEUTSCHE BOERSE AG
22531,HUGO BOSS AG SPON.ADR1/5,BOSA.F,BOSA.F,F,DEUTSCHE BOERSE AG
22532,"HUMANA INC. DL-,166",HUM.F,HUM.F,F,DEUTSCHE BOERSE AG
22533,"HUNT (J.B.) TRANS. DL-,01",JB1.F,JB1.F,F,DEUTSCHE BOERSE AG
22534,"HUNTINGTON BANCSHS DL-,01",HU3.F,HU3.F,F,DEUTSCHE BOERSE AG
22535,"HUNTINGTON INGALLS DL-,01",HI4.F,HI4.F,F,DEUTSCHE BOERSE AG
22536,"HUNTSMAN CORP. DL-,01",HTR.F,HTR.F,F,DEUTSCHE BOERSE AG
22537,HURCO COS INC.,HC2.F,HC2.F,F,DEUTSCHE BOERSE AG
22538,"HURON CONSULTING DL-,01",HUR.F,HUR.F,F,DEUTSCHE BOERSE AG
22539,"HUTCHISON CH.MEDIT.LS-,10",H7T1.F,H7T1.F,F,DEUTSCHE BOERSE AG
22540,"HUTTIG BUILDING DL-,01",HBU.F,HBU.F,F,DEUTSCHE BOERSE AG
22541,HUYA INC. SP.ADR/1 CL.A,HY5A.F,HY5A.F,F,DEUTSCHE BOERSE AG
22542,"HYATT HOTELS CL. A DL-,01",1HTA.F,1HTA.F,F,DEUTSCHE BOERSE AG
22543,"IDT CORP. B NEW DL-,01",IDC2.F,IDC2.F,F,DEUTSCHE BOERSE AG
22544,"HYRECAR INC. DL-,00001",8HY.F,8HY.F,F,DEUTSCHE BOERSE AG
22545,HYSTER-YALE MAT.H.A DL-01,HYEA.F,HYEA.F,F,DEUTSCHE BOERSE AG
22546,"IAC INTERACTIVEC. DL-,01",HNIB.F,HNIB.F,F,DEUTSCHE BOERSE AG
22547,"IAA INC. DL-,01",3NI.F,3NI.F,F,DEUTSCHE BOERSE AG
22548,"ICF INTL INC. DL -,01",G6V.F,G6V.F,F,DEUTSCHE BOERSE AG
22549,"ICU MEDICAL INC. DL-,10",IC7.F,IC7.F,F,DEUTSCHE BOERSE AG
22550,"ICAD INC. DL-,01",HWT1.F,HWT1.F,F,DEUTSCHE BOERSE AG
22551,"IES HLDGS INC. DL-,01",45T.F,45T.F,F,DEUTSCHE BOERSE AG
22552,"IFRESH INC. DL-,01",IFE.F,IFE.F,F,DEUTSCHE BOERSE AG
22553,"IGM BIOSCIENCES DL-,01",1K0.F,1K0.F,F,DEUTSCHE BOERSE AG
22554,"IMAC HOLDINGS DL-,001",I02.F,I02.F,F,DEUTSCHE BOERSE AG
22555,"I-MAB SPONS.ADS/1 -,0001",0VY.F,0VY.F,F,DEUTSCHE BOERSE AG
22556,"IPG PHOTONICS DL-,0001",IPF.F,IPF.F,F,DEUTSCHE BOERSE AG
22557,IRSA INV. Y REPR. ADR 10,IRYA.F,IRYA.F,F,DEUTSCHE BOERSE AG
22558,"IRHYTHM TECHN.INC.DL-,001",I25.F,I25.F,F,DEUTSCHE BOERSE AG
22559,"ISTAR INC. A DL -,001",OLZ.F,OLZ.F,F,DEUTSCHE BOERSE AG
22560,ITAU CORPB.ADR REG.S/1500,D8S.F,D8S.F,F,DEUTSCHE BOERSE AG
22561,ITT INC. DL 1,2II.F,2II.F,F,DEUTSCHE BOERSE AG
22562,IBERIABANK CORP. DL 1,ISK.F,ISK.F,F,DEUTSCHE BOERSE AG
22563,"IBIO INC. DL-,001",0JVN.F,0JVN.F,F,DEUTSCHE BOERSE AG
22564,ICICI BANK LTD ADR/2,ICBA.F,ICBA.F,F,DEUTSCHE BOERSE AG
22565,"ICONIX BRAND GRP DL-,001",IKIA.F,IKIA.F,F,DEUTSCHE BOERSE AG
22566,IDACORP INC.,IDJ.F,IDJ.F,F,DEUTSCHE BOERSE AG
22567,"ICLICK INT.ASIA ADR/0,5 A",I9CA.F,I9CA.F,F,DEUTSCHE BOERSE AG
22568,"IDEAL POWER INC. DL-,001",5ILA.F,5ILA.F,F,DEUTSCHE BOERSE AG
22569,"IDEAYA BIOSCIENCE DL-,01",30J.F,30J.F,F,DEUTSCHE BOERSE AG
22570,"IDEANOMICS INC. DL-,001",0V5.F,0V5.F,F,DEUTSCHE BOERSE AG
22571,"IDEX CORP. DL-,01",ID7.F,ID7.F,F,DEUTSCHE BOERSE AG
22572,"IDEXX LABS INC. DL-,10",IX1.F,IX1.F,F,DEUTSCHE BOERSE AG
22573,"IDERA PHARMAC. DL-,001",HXXB.F,HXXB.F,F,DEUTSCHE BOERSE AG
22574,"IDENTIV INC. DL-,001",INVN.F,INVN.F,F,DEUTSCHE BOERSE AG
22575,ILL. TOOL WKS,ILT.F,ILT.F,F,DEUTSCHE BOERSE AG
22576,"ILLUMINA INC. DL-,01",ILU.F,ILU.F,F,DEUTSCHE BOERSE AG
22577,"IMAGE SENSING SYS DL-,01",IM9.F,IM9.F,F,DEUTSCHE BOERSE AG
22578,"IMEDIA BRANDS A DL-,01",VVIA.F,VVIA.F,F,DEUTSCHE BOERSE AG
22579,"IMMERSION CORP. DL-,001",IMV.F,IMV.F,F,DEUTSCHE BOERSE AG
22580,"IMMUCELL CORP. DL-,10",IUL.F,IUL.F,F,DEUTSCHE BOERSE AG
22581,"IMMUNOGEN INC. DL-,01",IMU.F,IMU.F,F,DEUTSCHE BOERSE AG
22582,"IMMUNE PHARMAC. DL-,0001",FZRQ.F,FZRQ.F,F,DEUTSCHE BOERSE AG
22583,"IMPAC MTGE HLDGS DL-,01",IMQ1.F,IMQ1.F,F,DEUTSCHE BOERSE AG
22584,"IMPALA PLAT.ADR/1 RC-,025",IPH1.F,IPH1.F,F,DEUTSCHE BOERSE AG
22585,IMMUTEP LTD ADRS II/10,YP1A.F,YP1A.F,F,DEUTSCHE BOERSE AG
22586,"IMMUNIC INC. DL-,0001",10VA.F,10VA.F,F,DEUTSCHE BOERSE AG
22587,IMPERIAL BRANDS PLC ADR/1,ITBA.F,ITBA.F,F,DEUTSCHE BOERSE AG
22588,"IMMUNOMEDICS INC. DL-,01",IM3.F,IM3.F,F,DEUTSCHE BOERSE AG
22589,"IMPINJ INC. DL-,001",27J.F,27J.F,F,DEUTSCHE BOERSE AG
22590,"INCYTE DL-,001",ICY.F,ICY.F,F,DEUTSCHE BOERSE AG
22591,"INDEPEN.CONTR.DRIL.DL-,01",81CB.F,81CB.F,F,DEUTSCHE BOERSE AG
22592,"INDEPENDENT BK GR.DL -,01",I3B.F,I3B.F,F,DEUTSCHE BOERSE AG
22593,"INDIA GLOBAL.CAP. DL -,01",IGS1.F,IGS1.F,F,DEUTSCHE BOERSE AG
22594,IND.D.D.TEXT.UNSP.ADR 1/2,IXD2.F,IXD2.F,F,DEUTSCHE BOERSE AG
22595,INDIVIOR PLC ADR/5 DL 2,2IVA.F,2IVA.F,F,DEUTSCHE BOERSE AG
22596,INFINEON TECHNOLOGIES ADR,IFXA.F,IFXA.F,F,DEUTSCHE BOERSE AG
22597,"INFINITY PHARMAC. DL-,001",I3F.F,I3F.F,F,DEUTSCHE BOERSE AG
22598,"INFINERA CORP. DL -,001",IX6.F,IX6.F,F,DEUTSCHE BOERSE AG
22599,"INFO.SVCS GRP.INC.DL-,001",ZZG.F,ZZG.F,F,DEUTSCHE BOERSE AG
22600,INFOSYS LTD. ADR/1 IR5,IOY.F,IOY.F,F,DEUTSCHE BOERSE AG
22601,"ING GP NV SP.ADR/1 EO-,24",INNA.F,INNA.F,F,DEUTSCHE BOERSE AG
22602,"INGERSOLL-RAND DL -,01",5GD.F,5GD.F,F,DEUTSCHE BOERSE AG
22603,"INGEVITY CORP. DL-,01",IGX.F,IGX.F,F,DEUTSCHE BOERSE AG
22604,"INGLES MARKETS A DL-,05",IN3A.F,IN3A.F,F,DEUTSCHE BOERSE AG
22605,"INGREDION INC. DL-,01",CNP.F,CNP.F,F,DEUTSCHE BOERSE AG
22606,"INNODATA INC. DL -,01",ID6.F,ID6.F,F,DEUTSCHE BOERSE AG
22607,"INSIGHT ENTERPR. DL-,01",IEI.F,IEI.F,F,DEUTSCHE BOERSE AG
22608,"INSMED INC. DL-,01",IM8N.F,IM8N.F,F,DEUTSCHE BOERSE AG
22609,"INNOSPEC INC. DL-,01",OCT.F,OCT.F,F,DEUTSCHE BOERSE AG
22610,"INPHI CORP. DL-,01",IN0.F,IN0.F,F,DEUTSCHE BOERSE AG
22611,"INSPIRE MED SYS DL-,001",2DR.F,2DR.F,F,DEUTSCHE BOERSE AG
22612,INOVIO PHARMACEUTICAL INC,GBMB.F,GBMB.F,F,DEUTSCHE BOERSE AG
22613,INNERWORKINGS INC.DL-0001,QPV.F,QPV.F,F,DEUTSCHE BOERSE AG
22614,INSTEEL INDS INC.,HZ8.F,HZ8.F,F,DEUTSCHE BOERSE AG
22615,"INSPERITY INC. DL-,01",ASF.F,ASF.F,F,DEUTSCHE BOERSE AG
22616,"INSPIREMD 1/18 DL-,0001",II2Q.F,II2Q.F,F,DEUTSCHE BOERSE AG
22617,"INOGEN INC. DL -,001",6IO.F,6IO.F,F,DEUTSCHE BOERSE AG
22618,"INSTAL.BLDG PRODS DL -,01",2IL.F,2IL.F,F,DEUTSCHE BOERSE AG
22619,INOVALON HLD. A DL-000025,IOV.F,IOV.F,F,DEUTSCHE BOERSE AG
22620,INNATE PHARMA SP.ADR/1,IDDA.F,IDDA.F,F,DEUTSCHE BOERSE AG
22621,"INNOVIVA INC. DL-,01",HVE.F,HVE.F,F,DEUTSCHE BOERSE AG
22622,"INNOVATIVE IND PR. -,001",1IK.F,1IK.F,F,DEUTSCHE BOERSE AG
22623,"INSEEGO CORP. DL-,001",INO.F,INO.F,F,DEUTSCHE BOERSE AG
22624,"INSULET CORP. DL -,001",GOV.F,GOV.F,F,DEUTSCHE BOERSE AG
22625,"INPIXON DL -,01",1XS4.F,1XS4.F,F,DEUTSCHE BOERSE AG
22626,"INTEGR.LIFES.HLDGS DL-,01",IL3.F,IL3.F,F,DEUTSCHE BOERSE AG
22627,"INTEL CORP. DL-,001",INL.F,INL.F,F,DEUTSCHE BOERSE AG
22628,"INTELLICHECK MOBI.DL-,001",J5L1.F,J5L1.F,F,DEUTSCHE BOERSE AG
22629,"INTELGENX TECHN.DL-,00001",0IL.F,0IL.F,F,DEUTSCHE BOERSE AG
22630,"INTEGER HLDGS DL-,001",WGB.F,WGB.F,F,DEUTSCHE BOERSE AG
22631,"INTELLIA THERAPEU DL-,01",38I.F,38I.F,F,DEUTSCHE BOERSE AG
22632,INTER PARFUMS INC. DL-001,JF1.F,JF1.F,F,DEUTSCHE BOERSE AG
22633,INTERACTIVE BROKERS DL-01,KY6.F,KY6.F,F,DEUTSCHE BOERSE AG
22634,"INTERCEPT PHARMAC.DL-,001",I4P.F,I4P.F,F,DEUTSCHE BOERSE AG
22635,INTERCONT.HOT.G.N.ADR,IC1B.F,IC1B.F,F,DEUTSCHE BOERSE AG
22636,"INTERFACE INC. DL-,10",IF6N.F,IF6N.F,F,DEUTSCHE BOERSE AG
22637,INTERCONTINENTAL EXCH.INC,IC2.F,IC2.F,F,DEUTSCHE BOERSE AG
22638,"INTERDIGITAL (PA.) DL-,01",IDI.F,IDI.F,F,DEUTSCHE BOERSE AG
22639,"INTERNAP CORP.NEW DL-,001",IP9N.F,IP9N.F,F,DEUTSCHE BOERSE AG
22640,INTL BANCSHARES DL 1,IB4.F,IB4.F,F,DEUTSCHE BOERSE AG
22641,"INTL BUS. MACH. DL-,20",IBM.F,IBM.F,F,DEUTSCHE BOERSE AG
22642,"INTL FLAVORS/FRAG.DL-,125",IFF.F,IFF.F,F,DEUTSCHE BOERSE AG
22643,INTL PAPER DL 1,INP.F,INP.F,F,DEUTSCHE BOERSE AG
22644,INTERNET IN.JP.ADR 1/2/ON,IIJ.F,IIJ.F,F,DEUTSCHE BOERSE AG
22645,"INTERPACE BIOSCIEN.DL-,01",PF42.F,PF42.F,F,DEUTSCHE BOERSE AG
22646,"INTERPUBL.GR. COS. DL-,10",IPG.F,IPG.F,F,DEUTSCHE BOERSE AG
22647,"INTERSECT ENT DL-,001",7IN.F,7IN.F,F,DEUTSCHE BOERSE AG
22648,"INTL FCSTONE INC. DL-,01",I4F.F,I4F.F,F,DEUTSCHE BOERSE AG
22649,"INTRA-CELLUL.THE.DL-,0001",23I.F,23I.F,F,DEUTSCHE BOERSE AG
22650,"INTUIT INC. DL-,01",ITU.F,ITU.F,F,DEUTSCHE BOERSE AG
22651,INVACARE CORP.,IV3.F,IV3.F,F,DEUTSCHE BOERSE AG
22652,"INTUITIVE SURGIC. DL-,001",IUI1.F,IUI1.F,F,DEUTSCHE BOERSE AG
22653,INTRICON CORP. DL 1,SLJ.F,SLJ.F,F,DEUTSCHE BOERSE AG
22654,"INTREPID POTASH DL -,001",58I.F,58I.F,F,DEUTSCHE BOERSE AG
22655,"INUVO INC. NEW DL -,001",CD5N.F,CD5N.F,F,DEUTSCHE BOERSE AG
22656,"INVESCO MORTGA.CAP.DL-,01",7M2.F,7M2.F,F,DEUTSCHE BOERSE AG
22657,INVESTORS BANCORP (NEW),0IB.F,0IB.F,F,DEUTSCHE BOERSE AG
22658,INVESTORS R.ESTATE TR.SBI,WXC1.F,WXC1.F,F,DEUTSCHE BOERSE AG
22659,"INVITAE CORP. DL-,0001",IV8.F,IV8.F,F,DEUTSCHE BOERSE AG
22660,"INVIVO THERAPEU.DL-,00001",04IC.F,04IC.F,F,DEUTSCHE BOERSE AG
22661,"INVITATION HOMES DL -,01",4IV.F,4IV.F,F,DEUTSCHE BOERSE AG
22662,"ION GEOPHYSIC. NEW DL-,01",IO8N.F,IO8N.F,F,DEUTSCHE BOERSE AG
22663,IONIS PHARMACEUT. DL-001,ISI.F,ISI.F,F,DEUTSCHE BOERSE AG
22664,"IOVANCE BIOTHERAP.DL-,001",2LB.F,2LB.F,F,DEUTSCHE BOERSE AG
22665,"IRADIMED CORP. DL-,0001",46K.F,46K.F,F,DEUTSCHE BOERSE AG
22666,"IQVIA HLDGS DL-,01",QTS.F,QTS.F,F,DEUTSCHE BOERSE AG
22667,"IQIYI INC. ADR DL-,00001",IQ8.F,IQ8.F,F,DEUTSCHE BOERSE AG
22668,"IRIDEX CORP. DL-,01",IX4.F,IX4.F,F,DEUTSCHE BOERSE AG
22669,"IRIDIUM COMCTNS DL-,001",6IC.F,6IC.F,F,DEUTSCHE BOERSE AG
22670,"IROBOT CORP. DL-,01",I8R.F,I8R.F,F,DEUTSCHE BOERSE AG
22671,"IRON MOUNTAIN (NEW)DL-,01",I5M.F,I5M.F,F,DEUTSCHE BOERSE AG
22672,"IRONWOOD PHARMA.A DL-,001",I76.F,I76.F,F,DEUTSCHE BOERSE AG
22673,"ISORAY INC. DL-,001",AAJ.F,AAJ.F,F,DEUTSCHE BOERSE AG
22674,ISUZU MOTORS LTD ADR,ISUA.F,ISUA.F,F,DEUTSCHE BOERSE AG
22675,"IT TECH PACK.NEW DL-,001",UOPN.F,UOPN.F,F,DEUTSCHE BOERSE AG
22676,ITAU UNIBCO HLDG ADR PFD1,BVXB.F,BVXB.F,F,DEUTSCHE BOERSE AG
22677,"ITERIS INC. (NEW) DL-,01",FQH.F,FQH.F,F,DEUTSCHE BOERSE AG
22678,"I3 VERTICALS A DL-,0001",V1K.F,V1K.F,F,DEUTSCHE BOERSE AG
22679,ITRON INC.,IT6.F,IT6.F,F,DEUTSCHE BOERSE AG
22680,"IVERIC BIO INC. DL-,001",O2T.F,O2T.F,F,DEUTSCHE BOERSE AG
22681,JOYY INC.SP.ADR/20 CL.A,0YYA.F,0YYA.F,F,DEUTSCHE BOERSE AG
22682,"IZEA WORLDWIDE DL -,0001",2IZ.F,2IZ.F,F,DEUTSCHE BOERSE AG
22683,J. ALEXANDERS HLDGS A,36P.F,36P.F,F,DEUTSCHE BOERSE AG
22684,JBS S.A. ADR/2O.N.,YJ3A.F,YJ3A.F,F,DEUTSCHE BOERSE AG
22685,"J JILL INC. DL-,01",1MJ.F,1MJ.F,F,DEUTSCHE BOERSE AG
22686,JPMORGAN CHASE DL 1,CMC.F,CMC.F,F,DEUTSCHE BOERSE AG
22687,HALYK SAV.BK.GDRS/40 KT15,H4L1.F,H4L1.F,F,DEUTSCHE BOERSE AG
22688,"VTB BK GDR REG.S/1 RL-,01",KYM1.F,KYM1.F,F,DEUTSCHE BOERSE AG
22689,"JABIL DL-,001",JBL.F,JBL.F,F,DEUTSCHE BOERSE AG
22690,"JACK IN THE BOX DL-,01",JBX.F,JBX.F,F,DEUTSCHE BOERSE AG
22691,"JMU SP.ADR 180 DL-,00001",WO1B.F,WO1B.F,F,DEUTSCHE BOERSE AG
22692,JACOBS ENGINEERING DL 1,JEG.F,JEG.F,F,DEUTSCHE BOERSE AG
22693,"JAGUAR HEALTH DL-,0001",1JA2.F,1JA2.F,F,DEUTSCHE BOERSE AG
22694,"JAKKS PACIFIC DL-,001",JP1.F,JP1.F,F,DEUTSCHE BOERSE AG
22695,JANONE INC.,5AR1.F,5AR1.F,F,DEUTSCHE BOERSE AG
22696,JAPAN AIRL.ADR 1/2 YN 50,JALA.F,JALA.F,F,DEUTSCHE BOERSE AG
22697,JAPAN EX UN.ADR 1/2 O.N.,OSKU.F,OSKU.F,F,DEUTSCHE BOERSE AG
22698,JAPAN TOBACCO UNSP.ADR1/2,JATA.F,JATA.F,F,DEUTSCHE BOERSE AG
22699,JD.COM SP.ADR A1 DL-00002,013A.F,013A.F,F,DEUTSCHE BOERSE AG
22700,JEFFERIES FINL GRP DL 1,LN3.F,LN3.F,F,DEUTSCHE BOERSE AG
22701,"JELD-WEN HLDG INC. DL-,01",0JW.F,0JW.F,F,DEUTSCHE BOERSE AG
22702,"JETBLUE AWYS CORP. DL-,01",JAW.F,JAW.F,F,DEUTSCHE BOERSE AG
22703,JIANPU TECHNOLOGY ADR,JT1.F,JT1.F,F,DEUTSCHE BOERSE AG
22704,JINKOSOLAR ADR/4 DL-00002,ZJS1.F,ZJS1.F,F,DEUTSCHE BOERSE AG
22705,"JOHN BEAN TECHS DL-,01",JBT.F,JBT.F,F,DEUTSCHE BOERSE AG
22706,JOHNSON + JOHNSON DL 1,JNJ.F,JNJ.F,F,DEUTSCHE BOERSE AG
22707,"JOINT CORP. DL-,001",1JO.F,1JO.F,F,DEUTSCHE BOERSE AG
22708,"JONES LANG LASALLE DL-,01",4J2.F,4J2.F,F,DEUTSCHE BOERSE AG
22709,"JOUNCE THERAP. DL-,001",21J.F,21J.F,F,DEUTSCHE BOERSE AG
22710,SISTEMA GDR REGS 1/50,KO71.F,KO71.F,F,DEUTSCHE BOERSE AG
22711,"J2 GLOBAL INC. DL-,01",JXC1.F,JXC1.F,F,DEUTSCHE BOERSE AG
22712,JULIUS BAER GRP. ADR/1/5,JGE1.F,JGE1.F,F,DEUTSCHE BOERSE AG
22713,JUMIA TECH. SP.ADR/2 O.N.,4JMA.F,4JMA.F,F,DEUTSCHE BOERSE AG
22714,JUMBO SA UNSP.ADR/1 O.N.,5JB1.F,5JB1.F,F,DEUTSCHE BOERSE AG
22715,JUNGHEINR.AG UNSP.ADR/1/5,JUNU.F,JUNU.F,F,DEUTSCHE BOERSE AG
22716,"JUNIPER NETWORKS DL-,01",JNP.F,JNP.F,F,DEUTSCHE BOERSE AG
22717,JUPAI HLDGS SP.ADR 6,JP8A.F,JP8A.F,F,DEUTSCHE BOERSE AG
22718,KAR AUCTION SERVICES INC.,XKR.F,XKR.F,F,DEUTSCHE BOERSE AG
22719,KB FINANCIAL ADR SW 5000,KBIA.F,KBIA.F,F,DEUTSCHE BOERSE AG
22720,"KBR INC. DL -,001",K6B.F,K6B.F,F,DEUTSCHE BOERSE AG
22721,"KLA CORP. DL -,001",KLA.F,KLA.F,F,DEUTSCHE BOERSE AG
22722,"KKR REAL EST.FIN.TR. -,01",8KR.F,8KR.F,F,DEUTSCHE BOERSE AG
22723,KKR + CO. INC. A O.N.,KR51.F,KR51.F,F,DEUTSCHE BOERSE AG
22724,"KLX ENERGY SERV. DL-,01",KX4.F,KX4.F,F,DEUTSCHE BOERSE AG
22725,K+S AG SP.ADR 1/2/O.N.,SDF1.F,SDF1.F,F,DEUTSCHE BOERSE AG
22726,KT CORP. ADR 1/2/SW 5000,KTC.F,KTC.F,F,DEUTSCHE BOERSE AG
22727,"K12 INC. DL-,0001",3KA.F,3KA.F,F,DEUTSCHE BOERSE AG
22728,"KADANT INC. DL-,01",KDA.F,KDA.F,F,DEUTSCHE BOERSE AG
22729,"KADMON HLDGS.INC. DL-,001",KDF.F,KDF.F,F,DEUTSCHE BOERSE AG
22730,"KAISER ALUM.CORP. DL-,01",KLU1.F,KLU1.F,F,DEUTSCHE BOERSE AG
22731,"KALA PHARMACEUT. DL-,001",27F.F,27F.F,F,DEUTSCHE BOERSE AG
22732,"KALVISTA PHARMA. DL-,001",4XC1.F,4XC1.F,F,DEUTSCHE BOERSE AG
22733,KAMAN CORP.-COM. DL 1,KA1.F,KA1.F,F,DEUTSCHE BOERSE AG
22734,"KANDI TECHNOL.GRP DL-,001",K8A.F,K8A.F,F,DEUTSCHE BOERSE AG
22735,KANS.CIT.SO.,KCY.F,KCY.F,F,DEUTSCHE BOERSE AG
22736,KARYOPHARM THERAP.DL-0001,25K.F,25K.F,F,DEUTSCHE BOERSE AG
22737,KB HOME DL 1,KBH.F,KBH.F,F,DEUTSCHE BOERSE AG
22738,KCELL JSC GDR REG S,KC1A.F,KC1A.F,F,DEUTSCHE BOERSE AG
22739,KAZIA THER.LTD.ADR 10 NEW,NV9M.F,NV9M.F,F,DEUTSCHE BOERSE AG
22740,"KELLOGG CO. DL -,25",KEL.F,KEL.F,F,DEUTSCHE BOERSE AG
22741,KELLY SERVS INC. A DL 1,KYSA.F,KYSA.F,F,DEUTSCHE BOERSE AG
22742,"KEMET CORP. NEW DL-,01",KM1N.F,KM1N.F,F,DEUTSCHE BOERSE AG
22743,"KEMPER CORP. DL-,10",UI2.F,UI2.F,F,DEUTSCHE BOERSE AG
22744,"KEMPHARM INC. DL-,0001",1GD.F,1GD.F,F,DEUTSCHE BOERSE AG
22745,"KENNAMETAL INC. DL 1,25",KM3.F,KM3.F,F,DEUTSCHE BOERSE AG
22746,"KENNEDY-WILSON DL-,0001",13K.F,13K.F,F,DEUTSCHE BOERSE AG
22747,KERING.UNSP.ADR 1/10 EO 4,PPXB.F,PPXB.F,F,DEUTSCHE BOERSE AG
22748,"KEURIG DR PEPPER DL-,01",DP5.F,DP5.F,F,DEUTSCHE BOERSE AG
22749,KEY TRONIC CORP.,KT1.F,KT1.F,F,DEUTSCHE BOERSE AG
22750,KEYCORP DL 1,KEY.F,KEY.F,F,DEUTSCHE BOERSE AG
22751,"KEYSIGHT TECHS DL-,01",1KT.F,1KT.F,F,DEUTSCHE BOERSE AG
22752,"KEZAR LIFE SCIENC.DL-,001",2KZ.F,2KZ.F,F,DEUTSCHE BOERSE AG
22753,"KFORCE INC. DL-,01",ROF.F,ROF.F,F,DEUTSCHE BOERSE AG
22754,"KIMBALL INTL B DL-,3125",KB1B.F,KB1B.F,F,DEUTSCHE BOERSE AG
22755,"KILROY REALTY CORP.DL-,01",KRC.F,KRC.F,F,DEUTSCHE BOERSE AG
22756,KIMBALL ELECTRONICS,3C3.F,3C3.F,F,DEUTSCHE BOERSE AG
22757,KIMBELL RTY PARTNERS L.P.,0R3.F,0R3.F,F,DEUTSCHE BOERSE AG
22758,"KIMBERLY-CLARK DL 1,25",KMY.F,KMY.F,F,DEUTSCHE BOERSE AG
22759,"KIMCO REALTY DL-,01",KIC.F,KIC.F,F,DEUTSCHE BOERSE AG
22760,"KINDER MORGAN P DL-,01",2KD.F,2KD.F,F,DEUTSCHE BOERSE AG
22761,KINDRED BIOSCIENC.DL-0001,17K.F,17K.F,F,DEUTSCHE BOERSE AG
22762,"KINGOLD JEWELRY DL-,01",7KJA.F,7KJA.F,F,DEUTSCHE BOERSE AG
22763,KINGSTONE CO.INC. DL 1,DJ4A.F,DJ4A.F,F,DEUTSCHE BOERSE AG
22764,"KINSALE CAP.GRP.INC. -,01",KCH.F,KCH.F,F,DEUTSCHE BOERSE AG
22765,KION GROUP AG ADRS/1/4,KGX1.F,KGX1.F,F,DEUTSCHE BOERSE AG
22766,"KIRBY CORP. DL 0,10",KIY.F,KIY.F,F,DEUTSCHE BOERSE AG
