,description,displaySymbol,symbol,source,Exch_name
22767,KIRKLAND'S INC.,KI2.F,KI2.F,F,DEUTSCHE BOERSE AG
22768,KITE REALTY GRP SBI DL-01,FGC1.F,FGC1.F,F,DEUTSCHE BOERSE AG
22769,KITOV PHARMA ADR/1,1YI.F,1YI.F,F,DEUTSCHE BOERSE AG
22770,"KNOLL INC. DL -,01",KK6.F,KK6.F,F,DEUTSCHE BOERSE AG
22771,KNIGHT-SWIFT TR. HLDGS A,KSX.F,KSX.F,F,DEUTSCHE BOERSE AG
22772,KNORR-BREMS. UNSP.ADRS1/4,KBXA.F,KBXA.F,F,DEUTSCHE BOERSE AG
22773,"KNOWLES CORP. DL-,01",1K3.F,1K3.F,F,DEUTSCHE BOERSE AG
22774,KOC HOLDING ADR/5 TN 1,KRKA.F,KRKA.F,F,DEUTSCHE BOERSE AG
22775,"KOHL'S CORP. DL-,01",KHP.F,KHP.F,F,DEUTSCHE BOERSE AG
22776,KOMATSU LTD. SPONS. ADR 1,KOMA.F,KOMA.F,F,DEUTSCHE BOERSE AG
22777,"AHOLD DELHAI.ADR16 EO-,25",AHOD.F,AHOD.F,F,DEUTSCHE BOERSE AG
22778,KONAMI HOLDINGS ADR,KOAA.F,KOAA.F,F,DEUTSCHE BOERSE AG
22779,"KONINKL. PHILIPS ADR -,20",PHIA.F,PHIA.F,F,DEUTSCHE BOERSE AG
22780,KONTOOR BRANDS INC.,3KO.F,3KO.F,F,DEUTSCHE BOERSE AG
22781,"KOPIN CORP. DL-,01",KOC.F,KOC.F,F,DEUTSCHE BOERSE AG
22782,"KOPPERS HOLDINGS DL-,01",KO9.F,KO9.F,F,DEUTSCHE BOERSE AG
22783,KOREA EL. PWR ADR 1/2,KOP.F,KOP.F,F,DEUTSCHE BOERSE AG
22784,"KOREA FUND INC. DL-,01",KOF1.F,KOF1.F,F,DEUTSCHE BOERSE AG
22785,"KORN FERRY DL -,01",KFY.F,KFY.F,F,DEUTSCHE BOERSE AG
22786,"KOSMOS ENERGY LTD DL-,01",KOS1.F,KOS1.F,F,DEUTSCHE BOERSE AG
22787,"KRAFT HEINZ CO.DL -,01",KHNZ.F,KHNZ.F,F,DEUTSCHE BOERSE AG
22788,KRATOS DEF.+SEC.NEW DL001,WF5A.F,WF5A.F,F,DEUTSCHE BOERSE AG
22789,"KRATON CORP. DL -,01",K21.F,K21.F,F,DEUTSCHE BOERSE AG
22790,KROGER CO. DL 1,KOG.F,KOG.F,F,DEUTSCHE BOERSE AG
22791,"KRONOS WORLDWIDE DL-,01",K1W.F,K1W.F,F,DEUTSCHE BOERSE AG
22792,KRONES AG(UNSP.ADR)1/2/ON,KRNU.F,KRNU.F,F,DEUTSCHE BOERSE AG
22793,"KRYSTAL BIOTECH DL-,00001",4KB.F,4KB.F,F,DEUTSCHE BOERSE AG
22794,KUBOTA CORP. ADR/20,KUOA.F,KUOA.F,F,DEUTSCHE BOERSE AG
22795,KUEHNE NAGEL ADR 1/5 SF1,KNIU.F,KNIU.F,F,DEUTSCHE BOERSE AG
22796,KULICKE + SOFFA IND.,KU1.F,KU1.F,F,DEUTSCHE BOERSE AG
22797,"KURA ONCOLOGY DL-,0001",KUR.F,KUR.F,F,DEUTSCHE BOERSE AG
22798,KYOCERA CORP. ADR/1 O.N.,KYRA.F,KYRA.F,F,DEUTSCHE BOERSE AG
22799,"L BRANDS INC. DL-,50",LTD.F,LTD.F,F,DEUTSCHE BOERSE AG
22800,LGL GROUP INC.,51L.F,51L.F,F,DEUTSCHE BOERSE AG
22801,LG ELECT.(NEW)GDR144A 1/2,LGLG.F,LGLG.F,F,DEUTSCHE BOERSE AG
22802,LG DISPLAY CO.ADR SW 5000,LGA.F,LGA.F,F,DEUTSCHE BOERSE AG
22803,"LHC GROUP INC. DL -,01",LH6.F,LH6.F,F,DEUTSCHE BOERSE AG
22804,LEJU HOLDINGS LTD ADR 1,1LUA.F,1LUA.F,F,DEUTSCHE BOERSE AG
22805,"LGI HOMES INC. DL-,01",LG1.F,LG1.F,F,DEUTSCHE BOERSE AG
22806,"LKQ CORP. DL-,01",LKQ1.F,LKQ1.F,F,DEUTSCHE BOERSE AG
22807,"LCI INDS DL-,01",0DI.F,0DI.F,F,DEUTSCHE BOERSE AG
22808,"LM FNDG. AMER. DL-,001",1YJA.F,1YJA.F,F,DEUTSCHE BOERSE AG
22809,"OREAL (L') ADR 1/5/EO 0,2",LORA.F,LORA.F,F,DEUTSCHE BOERSE AG
22810,"LPL FINANCIAL HLDS DL-,01",7LI.F,7LI.F,F,DEUTSCHE BOERSE AG
22811,"LSB IND. INC. DL-,10",LS3.F,LS3.F,F,DEUTSCHE BOERSE AG
22812,LSI INDUSTRIES INC.,LS2.F,LS2.F,F,DEUTSCHE BOERSE AG
22813,"LTC PTIES INC. DL-,01",LTP.F,LTP.F,F,DEUTSCHE BOERSE AG
22814,LSR GROUP PAO GDR S/5,3LSA.F,3LSA.F,F,DEUTSCHE BOERSE AG
22815,"L3HARRIS TECHS INC.DL-,01",HRS.F,HRS.F,F,DEUTSCHE BOERSE AG
22816,"LVMH ADR /2 EO-,30",MOHF.F,MOHF.F,F,DEUTSCHE BOERSE AG
22817,"LA JOLLA PHARM. DL-,0001",LJPP.F,LJPP.F,F,DEUTSCHE BOERSE AG
22818,LA-Z-BOY INC. DL 1,LAZ.F,LAZ.F,F,DEUTSCHE BOERSE AG
22819,"LAB. CORP.OF AMER. DL-,10",LAB.F,LAB.F,F,DEUTSCHE BOERSE AG
22820,"LADDER CAP.CORP.A DL-,001",LD1A.F,LD1A.F,F,DEUTSCHE BOERSE AG
22821,LAFARGEHOLCIM ADR 1/5/SF2,HLBB.F,HLBB.F,F,DEUTSCHE BOERSE AG
22822,"LAKELAND INDS INC. DL-,01",LLI.F,LLI.F,F,DEUTSCHE BOERSE AG
22823,LAM RESEARCH CORP. DL-001,LAR.F,LAR.F,F,DEUTSCHE BOERSE AG
22824,LAMAR ADVERTISING A,6LA.F,6LA.F,F,DEUTSCHE BOERSE AG
22825,LAMB WESTON HLDGS DL 1,0L5.F,0L5.F,F,DEUTSCHE BOERSE AG
22826,LANCASTER COLONY CORP.,LC1.F,LC1.F,F,DEUTSCHE BOERSE AG
22827,"LANDEC CORP. DL-,01",LDE.F,LDE.F,F,DEUTSCHE BOERSE AG
22828,"LANDSTAR SYS DL-,01",LDS.F,LDS.F,F,DEUTSCHE BOERSE AG
22829,"LANDS END INC. DL-,01",LED.F,LED.F,F,DEUTSCHE BOERSE AG
22830,"LANNETT CO. INC. DL-,001",LN5.F,LN5.F,F,DEUTSCHE BOERSE AG
22831,"LANTHEUS HLDGS DL-,01",0L8.F,0L8.F,F,DEUTSCHE BOERSE AG
22832,"LANTRONIX NEW DL-,0001",LA8N.F,LA8N.F,F,DEUTSCHE BOERSE AG
22833,"LAREDO PETROLE.INC.DL-,01",8LP.F,8LP.F,F,DEUTSCHE BOERSE AG
22834,"LAS VEGAS SANDS DL-,001",LCR.F,LCR.F,F,DEUTSCHE BOERSE AG
22835,LATAM AIRLINES GRP ADR 1,LFL.F,LFL.F,F,DEUTSCHE BOERSE AG
22836,"LATTICE SEMICOND. DL-,01",LTT.F,LTT.F,F,DEUTSCHE BOERSE AG
22837,"ESTEE LAUDER COS A DL-,01",ELAA.F,ELAA.F,F,DEUTSCHE BOERSE AG
22838,LAUREATE EDUCATION CL.A,LA3A.F,LA3A.F,F,DEUTSCHE BOERSE AG
22839,"LEAF GROUP LTD DL-,0001",DJM1.F,DJM1.F,F,DEUTSCHE BOERSE AG
22840,"LEAR CORP. DL-,01",LE6N.F,LE6N.F,F,DEUTSCHE BOERSE AG
22841,"LEAP THERAPEUTICS DL-,001",5MC1.F,5MC1.F,F,DEUTSCHE BOERSE AG
22842,LEE ENTERPRISES INC. DL 2,LE7.F,LE7.F,F,DEUTSCHE BOERSE AG
22843,"LEGGETT + PLATT DL-,01",LP1.F,LP1.F,F,DEUTSCHE BOERSE AG
22844,"LEGG MASON INC. DL-,10",LGG.F,LGG.F,F,DEUTSCHE BOERSE AG
22845,"LEIDOS HOLDINGS DL-,0001",S6IA.F,S6IA.F,F,DEUTSCHE BOERSE AG
22846,"LEMAITRE VASCULAR DL -,01",LHU.F,LHU.F,F,DEUTSCHE BOERSE AG
22847,"LENDINGCLUB CORP. DL-,01",8LCA.F,8LCA.F,F,DEUTSCHE BOERSE AG
22848,"LENDINGTREE DL-,01",T77.F,T77.F,F,DEUTSCHE BOERSE AG
22849,"LENNAR CORP.A DL-,10",LNN.F,LNN.F,F,DEUTSCHE BOERSE AG
22850,"LENNAR CORP. B DL-,10",LNN0.F,LNN0.F,F,DEUTSCHE BOERSE AG
22851,"LENNOX INTL INC. DL-,01",LXI.F,LXI.F,F,DEUTSCHE BOERSE AG
22852,"LENOVO GRP ADR/20 HD-,10",LHL1.F,LHL1.F,F,DEUTSCHE BOERSE AG
22853,LENTA LTD GDR S 1/2,17LA.F,17LA.F,F,DEUTSCHE BOERSE AG
22854,LEONI AG ADR 1/4 O.N.,LEOA.F,LEOA.F,F,DEUTSCHE BOERSE AG
22855,LEVI STRAUSS + CO. CL.A,LV2B.F,LV2B.F,F,DEUTSCHE BOERSE AG
22856,"LEXICON PHARM. DL-,001",LX31.F,LX31.F,F,DEUTSCHE BOERSE AG
22857,LEXINFINTECH ADR/2 CL.A,1LFA.F,1LFA.F,F,DEUTSCHE BOERSE AG
22858,LEXINGTON REALTY TRUST,LXN.F,LXN.F,F,DEUTSCHE BOERSE AG
22859,"LIBBEY INC. DL-,01",LB7.F,LB7.F,F,DEUTSCHE BOERSE AG
22860,LIBERTY BROADBAND A,8L8.F,8L8.F,F,DEUTSCHE BOERSE AG
22861,LIBERTY BROADBAND C,8L8C.F,8L8C.F,F,DEUTSCHE BOERSE AG
22862,LIBERTY MED.A SIRIUSXM GP,LM03.F,LM03.F,F,DEUTSCHE BOERSE AG
22863,LIBERTY MED.B SIRIUSXM GP,LM06.F,LM06.F,F,DEUTSCHE BOERSE AG
22864,LIBERTY MED.C SIRIUSXM GP,LM0B.F,LM0B.F,F,DEUTSCHE BOERSE AG
22865,LIBERTY MED. A BRAVES GRP,LM04.F,LM04.F,F,DEUTSCHE BOERSE AG
22866,LIBERTY MED.C FORMULA ONE,LM09.F,LM09.F,F,DEUTSCHE BOERSE AG
22867,LIBERTY MED.A FORMULA ONE,LM05.F,LM05.F,F,DEUTSCHE BOERSE AG
22868,LIBERTY MED. C BRAVES GRP,LM0A.F,LM0A.F,F,DEUTSCHE BOERSE AG
22869,LIBERTY TRIPADV. HLDGS A,LT0A.F,LT0A.F,F,DEUTSCHE BOERSE AG
22870,LIFEWAY FOODS INC.,LWF.F,LWF.F,F,DEUTSCHE BOERSE AG
22871,LIGAND PHARMAC.NEW DL-001,LGDN.F,LGDN.F,F,DEUTSCHE BOERSE AG
22872,LIFEVANTAGE CORP.,L2T1.F,L2T1.F,F,DEUTSCHE BOERSE AG
22873,"LIFETIME BRANDS DL-,01",LH1.F,LH1.F,F,DEUTSCHE BOERSE AG
22874,"LIFE STORAGE INC. DL-,01",SOV.F,SOV.F,F,DEUTSCHE BOERSE AG
22875,"LIGHTBRIDGE CORP. DL-,001",N7ON.F,N7ON.F,F,DEUTSCHE BOERSE AG
22876,"LIGHTPATH TECHS A DL-,01",LPZB.F,LPZB.F,F,DEUTSCHE BOERSE AG
22877,LIGHTINTHEBOX HLDGS S.ADR,L4XA.F,L4XA.F,F,DEUTSCHE BOERSE AG
22878,"LILIS ENERGY DL-,0001",0KF2.F,0KF2.F,F,DEUTSCHE BOERSE AG
22879,ELI LILLY,LLY.F,LLY.F,F,DEUTSCHE BOERSE AG
22880,"LIMELIGHT NET.INC DL-,001",LNK.F,LNK.F,F,DEUTSCHE BOERSE AG
22881,"LIMONEIRA CO. DL-,01",2L2.F,2L2.F,F,DEUTSCHE BOERSE AG
22882,LINCOLN EDUCAT.SERVICES,K1L.F,K1L.F,F,DEUTSCHE BOERSE AG
22883,LINCOLN ELECTR. HLDGS,LNE.F,LNE.F,F,DEUTSCHE BOERSE AG
22884,LINCOLN NATL,LCO.F,LCO.F,F,DEUTSCHE BOERSE AG
22885,LINDBLAD EXPED. HLDGS,LI4.F,LI4.F,F,DEUTSCHE BOERSE AG
22886,LINDSAY CORP. DL 1,LMF.F,LMF.F,F,DEUTSCHE BOERSE AG
22887,LINEAGE CELL THERAP.,BT3.F,BT3.F,F,DEUTSCHE BOERSE AG
22888,LINE CORP. SP. ADR 1,LI6.F,LI6.F,F,DEUTSCHE BOERSE AG
22889,"LIPOCINE INC.NEW DL-,0001",2VT.F,2VT.F,F,DEUTSCHE BOERSE AG
22890,"LIQTECH INTL INC. DL-,001",39J.F,39J.F,F,DEUTSCHE BOERSE AG
22891,LIQUIDITY SERVICES DL-001,L1S.F,L1S.F,F,DEUTSCHE BOERSE AG
22892,"LIQUIDIA TECH. DL-,001",LT4.F,LT4.F,F,DEUTSCHE BOERSE AG
22893,LITHIA MOTORS INC. A,LMO.F,LMO.F,F,DEUTSCHE BOERSE AG
22894,"LITTELFUSE INC. DL-,01",LFS.F,LFS.F,F,DEUTSCHE BOERSE AG
22895,"LIVE NATION ENTMT.DL -,01",3LN.F,3LN.F,F,DEUTSCHE BOERSE AG
22896,"LIVE VENTURES DL-,001",UYXP.F,UYXP.F,F,DEUTSCHE BOERSE AG
22897,"LIVEPERSON INC. DL-,01",LVO.F,LVO.F,F,DEUTSCHE BOERSE AG
22898,LIVENT CORP.,8LV.F,8LV.F,F,DEUTSCHE BOERSE AG
22899,"LIVERAMP HLDGS DL-,10",XIM.F,XIM.F,F,DEUTSCHE BOERSE AG
22900,"LIVEXLIVE MEDIA DL-,001",351.F,351.F,F,DEUTSCHE BOERSE AG
22901,"LLOYDS BKG ADR/4 LS -,25",LLD2.F,LLD2.F,F,DEUTSCHE BOERSE AG
22902,"LMP AUTOMOTIVE DL-,00001",0RH.F,0RH.F,F,DEUTSCHE BOERSE AG
22903,LOCKHEED MARTIN DL 1,LOM.F,LOM.F,F,DEUTSCHE BOERSE AG
22904,LOEWS CORP. DL 1,LTR.F,LTR.F,F,DEUTSCHE BOERSE AG
22905,"LOGICBIO THERAP. DL-,0001",0IF.F,0IF.F,F,DEUTSCHE BOERSE AG
22906,"LOGMEIN INC. DL-,01",9LG.F,9LG.F,F,DEUTSCHE BOERSE AG
22907,LOMA NEGRA SP.ADR/5,8LN.F,8LN.F,F,DEUTSCHE BOERSE AG
22908,LONDON ST.EX.UNSP.ADRS1/2,LS4D.F,LS4D.F,F,DEUTSCHE BOERSE AG
22909,LONZA GROUP UNSP.ADR 1/10,LO3A.F,LO3A.F,F,DEUTSCHE BOERSE AG
22910,LORAL SPACE + COMM. INC.,1L8.F,1L8.F,F,DEUTSCHE BOERSE AG
22911,LOUIS. PAC. CORP. DL 1,LP3.F,LP3.F,F,DEUTSCHE BOERSE AG
22912,"LOWE'S COS INC. DL-,50",LWE.F,LWE.F,F,DEUTSCHE BOERSE AG
22913,LUCKIN COFFEE SP.ADR/8 A,LC0A.F,LC0A.F,F,DEUTSCHE BOERSE AG
22914,LULULEMON ATHLETICA INC.,33L.F,33L.F,F,DEUTSCHE BOERSE AG
22915,"LUMBER LIQ.HD.INC.DL-,001",LKU.F,LKU.F,F,DEUTSCHE BOERSE AG
22916,"LUMENTUM HLDGS IN.DL-,001",LU2.F,LU2.F,F,DEUTSCHE BOERSE AG
22917,"LUMINEX CORP. DEL DL-,01",LMX.F,LMX.F,F,DEUTSCHE BOERSE AG
22918,"LUMOS PHARMA DL -,01",4NX1.F,4NX1.F,F,DEUTSCHE BOERSE AG
22919,"LUNA INOVATIONS DL-,01",LRD.F,LRD.F,F,DEUTSCHE BOERSE AG
22920,"LYDALL INC. DL 0,1",LY7.F,LY7.F,F,DEUTSCHE BOERSE AG
22921,"LYFT INC. CL.A -,00001",LY0.F,LY0.F,F,DEUTSCHE BOERSE AG
22922,LYNAS CORP. SP. ADR 1,LYIC.F,LYIC.F,F,DEUTSCHE BOERSE AG
22923,"M+T BANK DL-,50",MTZ.F,MTZ.F,F,DEUTSCHE BOERSE AG
22924,MBIA INC. DL 1,MBJ.F,MBJ.F,F,DEUTSCHE BOERSE AG
22925,"M.D.C. HLDGS DL -,01",MDH.F,MDH.F,F,DEUTSCHE BOERSE AG
22926,MDU RESOURCES GRP DL 1,MRE.F,MRE.F,F,DEUTSCHE BOERSE AG
22927,"MFA FINANCIAL INC.DL -,01",M4Z.F,M4Z.F,F,DEUTSCHE BOERSE AG
22928,MEI PHARMA INC.,MMIA.F,MMIA.F,F,DEUTSCHE BOERSE AG
22929,MD MED.GROUP INV.GDR REGS,MD6B.F,MD6B.F,F,DEUTSCHE BOERSE AG
22930,MGIC INV. CORP. DL 1,MGC.F,MGC.F,F,DEUTSCHE BOERSE AG
22931,"MGM RESORTS INTL DL -,01",MGG.F,MGG.F,F,DEUTSCHE BOERSE AG
22932,MHP SE GDR S/2,MPQ.F,MPQ.F,F,DEUTSCHE BOERSE AG
22933,MGM GROWTH PROPERTIES A,293.F,293.F,F,DEUTSCHE BOERSE AG
22934,MGP INGREDIENTS INC.(NEW),M1I.F,M1I.F,F,DEUTSCHE BOERSE AG
22935,"M/I HOMES INC. DL-,01",4MI.F,4MI.F,F,DEUTSCHE BOERSE AG
22936,MKS INSTRUMENTS INC.,MKT.F,MKT.F,F,DEUTSCHE BOERSE AG
22937,MMC NOR.NICK.PJSC ADR RL1,NNIC.F,NNIC.F,F,DEUTSCHE BOERSE AG
22938,"MRC GLOBAL INC. DL-,01",37M.F,37M.F,F,DEUTSCHE BOERSE AG
22939,MSA SAFETY INC.,M07.F,M07.F,F,DEUTSCHE BOERSE AG
22940,"MSC INDUSTR. DIRE.DL-,001",98M.F,98M.F,F,DEUTSCHE BOERSE AG
22941,"MSCI INC. A DL-,01",3HM.F,3HM.F,F,DEUTSCHE BOERSE AG
22942,"MSG NETWORKS A DL-,01",1M4.F,1M4.F,F,DEUTSCHE BOERSE AG
22943,"MTS SYST. DL -,25",MT7.F,MT7.F,F,DEUTSCHE BOERSE AG
22944,"MTBC INC. DL-,001",MTB.F,MTB.F,F,DEUTSCHE BOERSE AG
22945,MYR GROUP INC. (DEL.),MYP.F,MYP.F,F,DEUTSCHE BOERSE AG
22946,"MACOM TECHN.SOL.H.DL-,001",1MA.F,1MA.F,F,DEUTSCHE BOERSE AG
22947,"MACERICH CO.,THE DL-,01",M6G.F,M6G.F,F,DEUTSCHE BOERSE AG
22948,"MACK-CALI RLTY DL-,01",WY4.F,WY4.F,F,DEUTSCHE BOERSE AG
22949,MACQUARIE INFRASTRUCT. MI,14M.F,14M.F,F,DEUTSCHE BOERSE AG
22950,"MACROGENICS INC. DL-,01",M55.F,M55.F,F,DEUTSCHE BOERSE AG
22951,"MACYS, INC. DL-,01",FDO.F,FDO.F,F,DEUTSCHE BOERSE AG
22952,"STEVEN MADDEN DL-,0001",SJM.F,SJM.F,F,DEUTSCHE BOERSE AG
22953,MADISON SQUARE GAR.SP. A,MS8.F,MS8.F,F,DEUTSCHE BOERSE AG
22954,"MADRIGAL PHARMAC. DL-,01",YDO1.F,YDO1.F,F,DEUTSCHE BOERSE AG
22955,MAGELLAN HEALTH INC.DL-01,MAH1.F,MAH1.F,F,DEUTSCHE BOERSE AG
22956,"MAGENTA THERAP. DL-,001",3MT.F,3MT.F,F,DEUTSCHE BOERSE AG
22957,MAGNITOGORSK I+S REGS/13,MHQ.F,MHQ.F,F,DEUTSCHE BOERSE AG
22958,MAGNACHIP SEMICONDUC.DEP.,SMG.F,SMG.F,F,DEUTSCHE BOERSE AG
22959,MAGNIT GDR REG.S/1/5RL-01,5M71.F,5M71.F,F,DEUTSCHE BOERSE AG
22960,MAGYAR TELE.A ADR/5 UF100,MGYA.F,MGYA.F,F,DEUTSCHE BOERSE AG
22961,MAIL.RU GROUP GDR REG S,RL9A.F,RL9A.F,F,DEUTSCHE BOERSE AG
22962,"MAIN STREET CAP.CP.DL-,01",13M.F,13M.F,F,DEUTSCHE BOERSE AG
22963,"MALIBU BOATS INC.A DL-,01",M05.F,M05.F,F,DEUTSCHE BOERSE AG
22964,"MAMMOTH ENER.SVCS DL-,01",5M8.F,5M8.F,F,DEUTSCHE BOERSE AG
22965,MAN SE UNSP.ADR 1/10,MANC.F,MANC.F,F,DEUTSCHE BOERSE AG
22966,"MANHATTAN ASSOC. DL-,01",MHT.F,MHT.F,F,DEUTSCHE BOERSE AG
22967,MANITEX INTERNATION.INC.,VE8.F,VE8.F,F,DEUTSCHE BOERSE AG
22968,"MANITOWOC CO. NEW DL-,01",MNGN.F,MNGN.F,F,DEUTSCHE BOERSE AG
22969,"MANNING+NAPIER C.A DL-,01",MN0.F,MN0.F,F,DEUTSCHE BOERSE AG
22970,"MANNKIND CORP. NEW DL-,01",NNFN.F,NNFN.F,F,DEUTSCHE BOERSE AG
22971,"MANPOWERGROUP INC. DL-,01",MPW.F,MPW.F,F,DEUTSCHE BOERSE AG
22972,MANTECH INTERN.CORP. A,MNMA.F,MNMA.F,F,DEUTSCHE BOERSE AG
22973,MARATHON OIL DL 1,USS.F,USS.F,F,DEUTSCHE BOERSE AG
22974,"MARATHON PETROLEUM DL-,01",MPN.F,MPN.F,F,DEUTSCHE BOERSE AG
22975,MARATHON PATENT,M44A.F,M44A.F,F,DEUTSCHE BOERSE AG
22976,"MARCHEX INC. DL-,01",NHM.F,NHM.F,F,DEUTSCHE BOERSE AG
22977,"MARCUS+MILLICHAP DL-,0001",M6M.F,M6M.F,F,DEUTSCHE BOERSE AG
22978,MARCUS CORP. DL 1,3L1.F,3L1.F,F,DEUTSCHE BOERSE AG
22979,"MARINEMAX DL-,001",MLW.F,MLW.F,F,DEUTSCHE BOERSE AG
22980,"MARIN SOFTWARE DL -,001",2MAA.F,2MAA.F,F,DEUTSCHE BOERSE AG
22981,"MARINUS PHARMAC. DL-,001",0MV.F,0MV.F,F,DEUTSCHE BOERSE AG
22982,MARKEL CORP.,MKV.F,MKV.F,F,DEUTSCHE BOERSE AG
22983,"MARKER THERAPEUT. DL-,01",GX1N.F,GX1N.F,F,DEUTSCHE BOERSE AG
22984,"MARKETAXESS HLDGS DL-,001",MWI.F,MWI.F,F,DEUTSCHE BOERSE AG
22985,"MARLIN BUSINESS DL-,01",MBM.F,MBM.F,F,DEUTSCHE BOERSE AG
22986,"MARRIOTT VAC.WORLD.DL-,01",M8V.F,M8V.F,F,DEUTSCHE BOERSE AG
22987,"MARRONE BIO INN.DL-,00001",0MB.F,0MB.F,F,DEUTSCHE BOERSE AG
22988,MARSH+MCLENNAN COS.INC.D1,MSN.F,MSN.F,F,DEUTSCHE BOERSE AG
22989,"MARRIOTT INTL A DL-,01",MAQ.F,MAQ.F,F,DEUTSCHE BOERSE AG
22990,"MARTEN TRANSP.LTD DL-,01",MT9.F,MT9.F,F,DEUTSCHE BOERSE AG
22991,"MARTIN MAR. MAT. DL-,01",MMX.F,MMX.F,F,DEUTSCHE BOERSE AG
22992,MASCO CORP. DL 1,MSQ.F,MSQ.F,F,DEUTSCHE BOERSE AG
22993,"MASIMO CORP. DL-,001",3M4.F,3M4.F,F,DEUTSCHE BOERSE AG
22994,"MASTEC INC. DL-,10",MY8.F,MY8.F,F,DEUTSCHE BOERSE AG
22995,"MASTERCARD INC.A DL-,0001",M4I.F,M4I.F,F,DEUTSCHE BOERSE AG
22996,MASTERCRAFT BOAT HLDGS,1SG.F,1SG.F,F,DEUTSCHE BOERSE AG
22997,"MATADOR RESOURSES DL -,01",7MR.F,7MR.F,F,DEUTSCHE BOERSE AG
22998,"MATCH GROUP INC. DL-,001",4MG.F,4MG.F,F,DEUTSCHE BOERSE AG
22999,MATERIALISE SP.ADR 1,06MA.F,06MA.F,F,DEUTSCHE BOERSE AG
23000,MATERION CORP. DL 1,BEM.F,BEM.F,F,DEUTSCHE BOERSE AG
23001,"MATINAS BIOPH.HLD.DL-,001",6LJ.F,6LJ.F,F,DEUTSCHE BOERSE AG
23002,"MATRIX SERV. CO. DL-,01",MX2.F,MX2.F,F,DEUTSCHE BOERSE AG
23003,MATSON INC.,68M.F,68M.F,F,DEUTSCHE BOERSE AG
23004,MATTEL INC. DL 1,MTT.F,MTT.F,F,DEUTSCHE BOERSE AG
23005,MATTHEWS INTL CORP.A DL 1,MW1A.F,MW1A.F,F,DEUTSCHE BOERSE AG
23006,MAXIM INTEGR.PRODS DL-001,MXI.F,MXI.F,F,DEUTSCHE BOERSE AG
23007,"MAXLINEAR INC. DL-,01",JMX.F,JMX.F,F,DEUTSCHE BOERSE AG
23008,MAXAR TECHNOL.INC. O.N.,2JD.F,2JD.F,F,DEUTSCHE BOERSE AG
23009,MAXIMUS INC.,MMY.F,MMY.F,F,DEUTSCHE BOERSE AG
23010,"MCCLATCHY CO. DL-,01",MCAB.F,MCAB.F,F,DEUTSCHE BOERSE AG
23011,MCCORMICK + CO.INC. N.VTG,MCX.F,MCX.F,F,DEUTSCHE BOERSE AG
23012,"MCDONALDS CORP. DL-,01",MDO.F,MDO.F,F,DEUTSCHE BOERSE AG
23013,MCEWEN MINING INC.,US8A.F,US8A.F,F,DEUTSCHE BOERSE AG
23014,"MCKESSON DL-,01",MCK.F,MCK.F,F,DEUTSCHE BOERSE AG
23015,MECHEL PFD ADRS 1/2/RL 10,MHSE.F,MHSE.F,F,DEUTSCHE BOERSE AG
23016,MECHEL PAO ADR RL 10 1,MHSG.F,MHSG.F,F,DEUTSCHE BOERSE AG
23017,"MEDALLION FINL DL-,01",MD5.F,MD5.F,F,DEUTSCHE BOERSE AG
23018,MEDALLIA INC. O.N.,3UL.F,3UL.F,F,DEUTSCHE BOERSE AG
23019,MEDIACO HLDG INC. A,3WX.F,3WX.F,F,DEUTSCHE BOERSE AG
23020,MEDICAL PROPERTIES TR.,M3P.F,M3P.F,F,DEUTSCHE BOERSE AG
23021,"MEDICINOVA NEW DL-,001",RMN.F,RMN.F,F,DEUTSCHE BOERSE AG
23022,"MEDIFAST DL-,001",MDF.F,MDF.F,F,DEUTSCHE BOERSE AG
23023,"MEDNAX INC. DL-,01",PDC.F,PDC.F,F,DEUTSCHE BOERSE AG
23024,"MEDPACE HOLDINGS DL-,01",01P.F,01P.F,F,DEUTSCHE BOERSE AG
23025,"MEET GRP INC.,THE DL-,001",Q86.F,Q86.F,F,DEUTSCHE BOERSE AG
23026,MELCO RESORTS+ENMT SP.ADR,MAS.F,MAS.F,F,DEUTSCHE BOERSE AG
23027,"MERCADOLIBRE INC. DL-,001",MLB1.F,MLB1.F,F,DEUTSCHE BOERSE AG
23028,MERCER INTL INC. DL 1,AEZ.F,AEZ.F,F,DEUTSCHE BOERSE AG
23029,MERCK KGAA NAM.SP.ADR 1/5,MRKC.F,MRKC.F,F,DEUTSCHE BOERSE AG
23030,"MERCK CO. DL-,01",6MK.F,6MK.F,F,DEUTSCHE BOERSE AG
23031,"MERCURY SYSTEMS DL -,01",MCY.F,MCY.F,F,DEUTSCHE BOERSE AG
23032,MERCURY GENL CORP.,MCG.F,MCG.F,F,DEUTSCHE BOERSE AG
23033,MEREDITH CORP. DL 1,MEZ.F,MEZ.F,F,DEUTSCHE BOERSE AG
23034,"MEREO BIOPH. ADR LS-,003",MAH0.F,MAH0.F,F,DEUTSCHE BOERSE AG
23035,MERIDIAN BIO,MR4.F,MR4.F,F,DEUTSCHE BOERSE AG
23036,MERIDIAN BANCORP,3MR.F,3MR.F,F,DEUTSCHE BOERSE AG
23037,MERIT MED. SYS,MM3.F,MM3.F,F,DEUTSCHE BOERSE AG
23038,"MERITAGE HOMES DL-,01",MEY.F,MEY.F,F,DEUTSCHE BOERSE AG
